KCIT,200,244,0.2,1,0.3012
SDCIT,200,244,0.5,1,0.276
KCIT,200,244,0.5,1,0.393
SDCIT,200,244,1,1,0.152
KCIT,200,244,1,1,0.436
SDCIT,200,244,2,1,0.152
KCIT,200,244,2,1,0.2974
SDCIT,200,244,5,1,0.246
KCIT,200,244,5,1,0.2204
SDCIT,200,244,10,1,0.702
KCIT,200,244,10,1,0.27
SDCIT,200,244,20,1,0.78
KCIT,200,244,20,1,0.2704
SDCIT,400,227,0.05,1,0.26
KCIT,400,227,0.05,1,0.4894
SDCIT,400,227,0.1,1,0.238
KCIT,400,227,0.1,1,0.4824
SDCIT,400,227,0.2,1,0.236
KCIT,400,227,0.2,1,0.4356
SDCIT,400,227,0.5,1,0.222
KCIT,400,227,0.5,1,0.4324
SDCIT,400,227,1,1,0.238
KCIT,400,227,1,1,0.4654
SDCIT,400,227,2,1,0.236
KCIT,400,227,2,1,0.3824
SDCIT,400,227,5,1,0.152
KCIT,400,227,5,1,0.1834
SDCIT,400,227,10,1,0.294
KCIT,400,227,10,1,0.1404
SDCIT,400,227,20,1,0.76
KCIT,400,227,20,1,0.2498
SDCIT,200,12,0.05,1,0.054
KCIT,200,12,0.05,1,0.1554
SDCIT,200,12,0.1,1,0.056
KCIT,200,12,0.1,1,0.1482
SDCIT,200,12,0.2,1,0.064
KCIT,200,12,0.2,1,0.1456
